TensorFlow:  1.13
Model:       alexnet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Num batches: 1000
Num epochs:  0.05
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Major Loop Start:Thu Aug 29 21:51:04 2019
Step	Img/sec	total_loss
710	images/sec: 1022.9 +/- 22.2 (jitter = 130.5)	7.211
720	images/sec: 1029.9 +/- 21.9 (jitter = 129.4)	7.205
730	images/sec: 1021.2 +/- 21.9 (jitter = 129.6)	7.203
740	images/sec: 1028.0 +/- 21.7 (jitter = 128.3)	7.207
750	images/sec: 1030.5 +/- 21.5 (jitter = 128.3)	7.203
760	images/sec: 1029.0 +/- 21.3 (jitter = 130.1)	7.208
770	images/sec: 1024.2 +/- 21.2 (jitter = 128.3)	7.211
780	images/sec: 1029.2 +/- 21.0 (jitter = 129.4)	7.196
790	images/sec: 1035.7 +/- 20.8 (jitter = 129.4)	7.207
800	images/sec: 1029.8 +/- 20.7 (jitter = 129.6)	7.204
810	images/sec: 1036.0 +/- 20.5 (jitter = 127.3)	7.194
820	images/sec: 1037.3 +/- 20.3 (jitter = 128.4)	7.207
830	images/sec: 1031.6 +/- 20.3 (jitter = 129.4)	7.218
840	images/sec: 1024.7 +/- 20.3 (jitter = 130.4)	7.201
850	images/sec: 1030.6 +/- 20.1 (jitter = 128.3)	7.203
860	images/sec: 1022.3 +/- 20.1 (jitter = 130.6)	7.185
870	images/sec: 1027.8 +/- 19.9 (jitter = 130.2)	7.202
880	images/sec: 1022.8 +/- 19.9 (jitter = 132.1)	7.210
890	images/sec: 1028.5 +/- 19.7 (jitter = 130.6)	7.209
900	images/sec: 1023.1 +/- 19.7 (jitter = 132.2)	7.190
910	images/sec: 1023.4 +/- 19.6 (jitter = 132.5)	7.201
920	images/sec: 1027.8 +/- 19.4 (jitter = 132.2)	7.210
930	images/sec: 1022.0 +/- 19.4 (jitter = 132.4)	7.218
940	images/sec: 1024.9 +/- 19.3 (jitter = 131.6)	7.204
950	images/sec: 1022.5 +/- 19.2 (jitter = 132.6)	7.197
960	images/sec: 1021.5 +/- 19.1 (jitter = 132.5)	7.213
970	images/sec: 1020.0 +/- 19.0 (jitter = 133.0)	7.208
980	images/sec: 1025.2 +/- 18.8 (jitter = 131.8)	7.195
990	images/sec: 1022.7 +/- 18.8 (jitter = 133.0)	7.196
1000	images/sec: 1022.9 +/- 18.7 (jitter = 133.1)	7.203
Major Loop End:Thu Aug 29 21:52:07 2019
----------------------------------------------------------------
total images/sec: 1020.99
----------------------------------------------------------------
