TensorFlow:  1.13
Model:       alexnet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Num batches: 1000
Num epochs:  0.05
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Step	Img/sec	total_loss
310	images/sec: 1852.2 +/- 2.7 (jitter = 25.9)	7.215
320	images/sec: 1852.3 +/- 2.7 (jitter = 26.4)	7.200
330	images/sec: 1852.5 +/- 2.6 (jitter = 26.6)	7.205
340	images/sec: 1852.8 +/- 2.6 (jitter = 25.6)	7.212
350	images/sec: 1852.7 +/- 2.5 (jitter = 26.3)	7.212
360	images/sec: 1853.4 +/- 2.5 (jitter = 26.6)	7.196
370	images/sec: 1853.9 +/- 2.5 (jitter = 26.0)	7.207
380	images/sec: 1854.0 +/- 2.4 (jitter = 26.2)	7.198
390	images/sec: 1853.8 +/- 2.4 (jitter = 26.1)	7.190
400	images/sec: 1854.3 +/- 2.3 (jitter = 26.4)	7.201
410	images/sec: 1854.3 +/- 2.4 (jitter = 26.7)	7.209
420	images/sec: 1853.9 +/- 2.3 (jitter = 26.2)	7.193
430	images/sec: 1854.4 +/- 2.3 (jitter = 28.0)	7.202
440	images/sec: 1854.6 +/- 2.2 (jitter = 29.0)	7.211
450	images/sec: 1854.9 +/- 2.2 (jitter = 28.0)	7.206
460	images/sec: 1855.0 +/- 2.2 (jitter = 27.2)	7.200
470	images/sec: 1855.2 +/- 2.1 (jitter = 27.3)	7.204
480	images/sec: 1854.9 +/- 2.1 (jitter = 27.3)	7.197
490	images/sec: 1855.0 +/- 2.1 (jitter = 27.2)	7.212
500	images/sec: 1855.3 +/- 2.1 (jitter = 27.0)	7.208
510	images/sec: 1855.5 +/- 2.0 (jitter = 26.3)	7.221
520	images/sec: 1855.6 +/- 2.0 (jitter = 26.2)	7.216
530	images/sec: 1855.1 +/- 2.0 (jitter = 26.6)	7.192
540	images/sec: 1855.3 +/- 2.0 (jitter = 27.6)	7.232
550	images/sec: 1855.5 +/- 2.0 (jitter = 27.3)	7.213
560	images/sec: 1855.5 +/- 1.9 (jitter = 28.0)	7.181
570	images/sec: 1855.7 +/- 1.9 (jitter = 27.7)	7.203
580	images/sec: 1855.6 +/- 1.9 (jitter = 27.7)	7.211
590	images/sec: 1855.8 +/- 1.9 (jitter = 28.1)	7.217
600	images/sec: 1855.2 +/- 1.9 (jitter = 28.1)	7.223
610	images/sec: 1855.5 +/- 1.9 (jitter = 27.8)	7.216
620	images/sec: 1855.6 +/- 1.9 (jitter = 27.9)	7.209
630	images/sec: 1855.6 +/- 1.9 (jitter = 27.8)	7.212
640	images/sec: 1855.4 +/- 1.9 (jitter = 27.8)	7.196
650	images/sec: 1855.0 +/- 1.9 (jitter = 28.1)	7.214
660	images/sec: 1853.9 +/- 1.9 (jitter = 28.1)	7.222
670	images/sec: 1853.7 +/- 1.9 (jitter = 28.2)	7.194
680	images/sec: 1853.5 +/- 1.9 (jitter = 28.0)	7.204
690	images/sec: 1853.8 +/- 1.9 (jitter = 29.5)	7.209
700	images/sec: 1853.9 +/- 1.8 (jitter = 28.3)	7.204
710	images/sec: 1854.1 +/- 1.8 (jitter = 28.3)	7.210
720	images/sec: 1854.5 +/- 1.8 (jitter = 28.5)	7.206
730	images/sec: 1854.8 +/- 1.8 (jitter = 28.9)	7.214
740	images/sec: 1854.7 +/- 1.8 (jitter = 29.2)	7.204
750	images/sec: 1854.7 +/- 1.8 (jitter = 29.3)	7.203
760	images/sec: 1854.7 +/- 1.8 (jitter = 29.4)	7.202
770	images/sec: 1854.8 +/- 1.8 (jitter = 29.7)	7.215
780	images/sec: 1855.0 +/- 1.8 (jitter = 29.8)	7.206
790	images/sec: 1855.4 +/- 1.8 (jitter = 31.2)	7.203
800	images/sec: 1855.5 +/- 1.8 (jitter = 31.5)	7.189
810	images/sec: 1854.7 +/- 1.8 (jitter = 31.8)	7.195
820	images/sec: 1854.8 +/- 1.8 (jitter = 31.8)	7.210
830	images/sec: 1854.9 +/- 1.8 (jitter = 31.6)	7.228
840	images/sec: 1855.1 +/- 1.8 (jitter = 31.5)	7.201
850	images/sec: 1855.2 +/- 1.8 (jitter = 31.5)	7.211
860	images/sec: 1855.6 +/- 1.8 (jitter = 31.5)	7.196
870	images/sec: 1855.7 +/- 1.8 (jitter = 31.8)	7.207
880	images/sec: 1856.1 +/- 1.8 (jitter = 32.4)	7.206
890	images/sec: 1855.7 +/- 1.8 (jitter = 33.2)	7.204
900	images/sec: 1855.8 +/- 1.8 (jitter = 32.8)	7.203
910	images/sec: 1856.2 +/- 1.8 (jitter = 33.0)	7.200
920	images/sec: 1856.3 +/- 1.8 (jitter = 33.0)	7.208
930	images/sec: 1856.1 +/- 1.8 (jitter = 33.1)	7.214
940	images/sec: 1855.9 +/- 1.7 (jitter = 33.1)	7.203
950	images/sec: 1856.2 +/- 1.7 (jitter = 33.3)	7.209
960	images/sec: 1856.4 +/- 1.7 (jitter = 32.9)	7.213
970	images/sec: 1856.4 +/- 1.7 (jitter = 32.8)	7.199
980	images/sec: 1856.3 +/- 1.7 (jitter = 32.7)	7.189
990	images/sec: 1856.5 +/- 1.7 (jitter = 32.7)	7.195
1000	images/sec: 1856.2 +/- 1.7 (jitter = 32.4)	7.203
----------------------------------------------------------------
total images/sec: 1851.76
----------------------------------------------------------------
