TensorFlow:  1.13
Model:       alexnet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Num batches: 1000
Num epochs:  0.05
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Step	Img/sec	total_loss
890	images/sec: 1988.2 +/- 2.0 (jitter = 26.4)	7.209
900	images/sec: 1988.2 +/- 2.0 (jitter = 26.0)	7.205
910	images/sec: 1988.0 +/- 2.0 (jitter = 26.0)	7.204
920	images/sec: 1988.0 +/- 2.0 (jitter = 25.7)	7.209
930	images/sec: 1988.2 +/- 1.9 (jitter = 25.5)	7.205
940	images/sec: 1987.9 +/- 1.9 (jitter = 25.5)	7.209
950	images/sec: 1987.9 +/- 1.9 (jitter = 25.0)	7.208
960	images/sec: 1987.7 +/- 1.9 (jitter = 25.1)	7.212
970	images/sec: 1987.8 +/- 1.9 (jitter = 24.9)	7.206
980	images/sec: 1987.8 +/- 1.9 (jitter = 25.1)	7.198
990	images/sec: 1987.6 +/- 1.8 (jitter = 25.3)	7.187
1000	images/sec: 1987.6 +/- 1.8 (jitter = 25.3)	7.209
----------------------------------------------------------------
total images/sec: 1982.60
----------------------------------------------------------------
