TensorFlow:  1.13
Model:       alexnet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             128 per device
Num batches: 1000
Num epochs:  0.10
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Step	Img/sec	total_loss
270	images/sec: 2338.0 +/- 5.0 (jitter = 44.4)	7.208
280	images/sec: 2337.9 +/- 4.9 (jitter = 45.3)	7.206
290	images/sec: 2337.1 +/- 4.9 (jitter = 46.2)	7.208
300	images/sec: 2337.3 +/- 4.7 (jitter = 45.9)	7.207
310	images/sec: 2337.7 +/- 4.6 (jitter = 46.3)	7.202
320	images/sec: 2338.2 +/- 4.5 (jitter = 46.4)	7.197
330	images/sec: 2339.2 +/- 4.5 (jitter = 46.8)	7.208
340	images/sec: 2338.4 +/- 4.4 (jitter = 46.3)	7.189
350	images/sec: 2337.7 +/- 4.3 (jitter = 46.3)	7.212
360	images/sec: 2338.2 +/- 4.3 (jitter = 46.3)	7.212
370	images/sec: 2338.0 +/- 4.2 (jitter = 46.0)	7.207
380	images/sec: 2337.9 +/- 4.2 (jitter = 45.8)	7.214
390	images/sec: 2336.1 +/- 4.2 (jitter = 46.3)	7.208
400	images/sec: 2334.9 +/- 4.1 (jitter = 46.2)	7.206
410	images/sec: 2334.5 +/- 4.1 (jitter = 47.3)	7.201
420	images/sec: 2334.4 +/- 4.0 (jitter = 46.6)	7.215
430	images/sec: 2333.6 +/- 4.0 (jitter = 47.0)	7.189
440	images/sec: 2332.8 +/- 3.9 (jitter = 48.1)	7.205
450	images/sec: 2332.4 +/- 3.9 (jitter = 48.1)	7.208
460	images/sec: 2333.1 +/- 3.8 (jitter = 48.5)	7.207
470	images/sec: 2333.1 +/- 3.8 (jitter = 50.6)	7.200
480	images/sec: 2333.7 +/- 3.8 (jitter = 49.1)	7.213
490	images/sec: 2333.4 +/- 3.7 (jitter = 50.2)	7.194
500	images/sec: 2333.5 +/- 3.7 (jitter = 51.0)	7.213
510	images/sec: 2333.4 +/- 3.6 (jitter = 51.1)	7.198
520	images/sec: 2333.1 +/- 3.6 (jitter = 50.6)	7.196
530	images/sec: 2333.4 +/- 3.5 (jitter = 49.8)	7.203
540	images/sec: 2332.9 +/- 3.5 (jitter = 49.2)	7.183
550	images/sec: 2333.2 +/- 3.5 (jitter = 48.7)	7.213
560	images/sec: 2333.3 +/- 3.4 (jitter = 48.4)	7.208
570	images/sec: 2333.2 +/- 3.4 (jitter = 48.4)	7.194
580	images/sec: 2332.8 +/- 3.3 (jitter = 48.6)	7.206
590	images/sec: 2332.8 +/- 3.3 (jitter = 48.9)	7.214
600	images/sec: 2332.5 +/- 3.3 (jitter = 49.0)	7.206
610	images/sec: 2332.8 +/- 3.3 (jitter = 47.3)	7.200
620	images/sec: 2332.6 +/- 3.2 (jitter = 47.6)	7.207
630	images/sec: 2332.7 +/- 3.2 (jitter = 47.3)	7.199
640	images/sec: 2332.2 +/- 3.2 (jitter = 48.6)	7.216
650	images/sec: 2331.4 +/- 3.1 (jitter = 49.3)	7.209
660	images/sec: 2330.8 +/- 3.1 (jitter = 49.6)	7.197
670	images/sec: 2330.8 +/- 3.1 (jitter = 49.6)	7.207
680	images/sec: 2331.1 +/- 3.1 (jitter = 49.3)	7.199
690	images/sec: 2331.4 +/- 3.0 (jitter = 49.5)	7.202
700	images/sec: 2331.7 +/- 3.0 (jitter = 49.1)	7.204
710	images/sec: 2331.7 +/- 3.0 (jitter = 48.8)	7.206
720	images/sec: 2330.8 +/- 3.0 (jitter = 49.1)	7.203
730	images/sec: 2330.8 +/- 2.9 (jitter = 49.1)	7.201
740	images/sec: 2330.5 +/- 2.9 (jitter = 49.1)	7.204
750	images/sec: 2330.2 +/- 2.9 (jitter = 49.1)	7.212
760	images/sec: 2330.8 +/- 2.9 (jitter = 48.8)	7.200
770	images/sec: 2330.6 +/- 2.9 (jitter = 48.6)	7.212
780	images/sec: 2330.2 +/- 2.8 (jitter = 48.4)	7.191
790	images/sec: 2329.7 +/- 2.8 (jitter = 48.4)	7.197
800	images/sec: 2328.6 +/- 2.9 (jitter = 48.8)	7.195
810	images/sec: 2329.2 +/- 2.9 (jitter = 48.3)	7.199
820	images/sec: 2329.4 +/- 2.9 (jitter = 48.2)	7.201
830	images/sec: 2329.3 +/- 2.9 (jitter = 48.6)	7.200
840	images/sec: 2328.8 +/- 2.8 (jitter = 49.0)	7.195
850	images/sec: 2328.9 +/- 2.8 (jitter = 48.8)	7.208
860	images/sec: 2328.5 +/- 2.8 (jitter = 48.9)	7.204
870	images/sec: 2328.2 +/- 2.8 (jitter = 48.9)	7.201
880	images/sec: 2327.6 +/- 2.8 (jitter = 48.9)	7.202
890	images/sec: 2327.5 +/- 2.7 (jitter = 48.6)	7.196
900	images/sec: 2326.9 +/- 2.7 (jitter = 48.5)	7.197
910	images/sec: 2326.9 +/- 2.7 (jitter = 48.4)	7.197
920	images/sec: 2326.4 +/- 2.7 (jitter = 48.6)	7.209
930	images/sec: 2325.8 +/- 2.7 (jitter = 48.4)	7.200
940	images/sec: 2325.6 +/- 2.7 (jitter = 48.4)	7.195
950	images/sec: 2324.7 +/- 2.7 (jitter = 49.0)	7.205
960	images/sec: 2324.8 +/- 2.7 (jitter = 48.7)	7.204
970	images/sec: 2324.3 +/- 2.7 (jitter = 49.0)	7.203
980	images/sec: 2324.6 +/- 2.6 (jitter = 48.8)	7.209
990	images/sec: 2324.2 +/- 2.6 (jitter = 49.0)	7.199
1000	images/sec: 2324.4 +/- 2.6 (jitter = 49.0)	7.202
----------------------------------------------------------------
total images/sec: 2320.75
----------------------------------------------------------------
