TensorFlow:  1.13
Model:       inception3
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Num batches: 10000
Num epochs:  0.50
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Major Loop Start:Wed Sep  4 11:51:16 2019
Step	Img/sec	total_loss
680	images/sec: 94.1 +/- 1.5 (jitter = 20.7)	7.254
690	images/sec: 94.6 +/- 1.5 (jitter = 20.1)	7.212
700	images/sec: 95.2 +/- 1.5 (jitter = 19.8)	7.230
710	images/sec: 95.7 +/- 1.4 (jitter = 19.5)	7.366
720	images/sec: 96.2 +/- 1.4 (jitter = 19.0)	7.308
730	images/sec: 96.6 +/- 1.4 (jitter = 18.7)	7.220
740	images/sec: 97.1 +/- 1.4 (jitter = 18.3)	7.295
750	images/sec: 97.6 +/- 1.4 (jitter = 17.9)	7.249
760	images/sec: 98.1 +/- 1.4 (jitter = 17.4)	7.270
770	images/sec: 98.5 +/- 1.4 (jitter = 17.0)	7.276
780	images/sec: 99.0 +/- 1.4 (jitter = 16.7)	7.266
790	images/sec: 99.4 +/- 1.4 (jitter = 16.3)	7.306
800	images/sec: 99.8 +/- 1.3 (jitter = 15.7)	7.291
810	images/sec: 100.2 +/- 1.3 (jitter = 15.6)	7.249
820	images/sec: 100.7 +/- 1.3 (jitter = 15.5)	7.253
830	images/sec: 101.1 +/- 1.3 (jitter = 15.3)	7.324
840	images/sec: 101.5 +/- 1.3 (jitter = 15.1)	7.276
850	images/sec: 101.9 +/- 1.3 (jitter = 14.9)	7.278
860	images/sec: 102.2 +/- 1.3 (jitter = 14.8)	7.234
870	images/sec: 102.6 +/- 1.3 (jitter = 14.7)	7.274
880	images/sec: 103.0 +/- 1.3 (jitter = 14.6)	7.277
890	images/sec: 103.4 +/- 1.2 (jitter = 14.5)	7.288
900	images/sec: 103.7 +/- 1.2 (jitter = 14.4)	7.274
910	images/sec: 104.1 +/- 1.2 (jitter = 14.3)	7.250
920	images/sec: 104.5 +/- 1.2 (jitter = 14.2)	7.232
930	images/sec: 104.8 +/- 1.2 (jitter = 14.1)	7.217
940	images/sec: 105.1 +/- 1.2 (jitter = 14.0)	7.272
950	images/sec: 105.5 +/- 1.2 (jitter = 13.9)	7.275
960	images/sec: 105.8 +/- 1.2 (jitter = 13.7)	7.248
970	images/sec: 106.1 +/- 1.2 (jitter = 13.8)	7.247
980	images/sec: 106.4 +/- 1.2 (jitter = 13.9)	7.276
990	images/sec: 106.6 +/- 1.1 (jitter = 13.9)	7.226
1000	images/sec: 106.9 +/- 1.1 (jitter = 13.9)	7.225
1010	images/sec: 107.2 +/- 1.1 (jitter = 13.9)	7.195
1020	images/sec: 107.4 +/- 1.1 (jitter = 13.9)	7.235
1030	images/sec: 107.7 +/- 1.1 (jitter = 13.9)	7.243
1040	images/sec: 107.9 +/- 1.1 (jitter = 13.9)	7.295
1050	images/sec: 108.2 +/- 1.1 (jitter = 13.9)	7.226
1060	images/sec: 108.4 +/- 1.1 (jitter = 13.9)	7.294
1070	images/sec: 108.7 +/- 1.1 (jitter = 13.9)	7.259
1080	images/sec: 108.9 +/- 1.1 (jitter = 13.8)	7.272
1090	images/sec: 109.1 +/- 1.0 (jitter = 13.8)	7.226
1100	images/sec: 109.4 +/- 1.0 (jitter = 13.8)	7.273
1110	images/sec: 109.6 +/- 1.0 (jitter = 13.7)	7.283
1120	images/sec: 109.8 +/- 1.0 (jitter = 13.7)	7.215
1130	images/sec: 110.0 +/- 1.0 (jitter = 13.7)	7.268
1140	images/sec: 110.3 +/- 1.0 (jitter = 13.7)	7.272
1150	images/sec: 110.5 +/- 1.0 (jitter = 13.7)	7.273
1160	images/sec: 110.7 +/- 1.0 (jitter = 13.6)	7.251
1170	images/sec: 110.9 +/- 1.0 (jitter = 13.6)	7.203
1180	images/sec: 111.1 +/- 1.0 (jitter = 13.6)	7.276
1190	images/sec: 111.3 +/- 1.0 (jitter = 13.5)	7.209
1200	images/sec: 111.5 +/- 1.0 (jitter = 13.5)	7.232
1210	images/sec: 111.7 +/- 1.0 (jitter = 13.5)	7.238
1220	images/sec: 111.9 +/- 0.9 (jitter = 13.4)	7.329
1230	images/sec: 112.0 +/- 0.9 (jitter = 13.4)	7.290
1240	images/sec: 112.0 +/- 0.9 (jitter = 13.5)	7.246
1250	images/sec: 112.0 +/- 0.9 (jitter = 13.5)	7.268
1260	images/sec: 111.9 +/- 0.9 (jitter = 13.6)	7.235
1270	images/sec: 111.9 +/- 0.9 (jitter = 13.6)	7.256
1280	images/sec: 111.9 +/- 0.9 (jitter = 13.7)	7.213
1290	images/sec: 111.9 +/- 0.9 (jitter = 13.7)	7.246
1300	images/sec: 111.8 +/- 0.9 (jitter = 13.8)	7.266
1310	images/sec: 111.8 +/- 0.9 (jitter = 13.8)	7.278
1320	images/sec: 111.8 +/- 0.9 (jitter = 13.9)	7.237
1330	images/sec: 111.7 +/- 0.9 (jitter = 13.9)	7.299
1340	images/sec: 111.7 +/- 0.9 (jitter = 13.9)	7.287
1350	images/sec: 111.7 +/- 0.9 (jitter = 14.0)	7.240
1360	images/sec: 111.7 +/- 0.9 (jitter = 14.0)	7.228
1370	images/sec: 111.6 +/- 0.9 (jitter = 14.1)	7.219
1380	images/sec: 111.6 +/- 0.9 (jitter = 14.1)	7.289
1390	images/sec: 111.6 +/- 0.8 (jitter = 14.1)	7.206
1400	images/sec: 111.6 +/- 0.8 (jitter = 14.2)	7.189
1410	images/sec: 111.5 +/- 0.8 (jitter = 14.2)	7.259
1420	images/sec: 111.5 +/- 0.8 (jitter = 14.3)	7.276
1430	images/sec: 111.5 +/- 0.8 (jitter = 14.4)	7.261
1440	images/sec: 111.1 +/- 0.8 (jitter = 14.4)	7.252
1450	images/sec: 110.7 +/- 0.8 (jitter = 14.5)	7.289
1460	images/sec: 110.3 +/- 0.8 (jitter = 14.5)	7.253
1470	images/sec: 109.9 +/- 0.8 (jitter = 14.6)	7.174
1480	images/sec: 109.6 +/- 0.8 (jitter = 14.6)	7.213
1490	images/sec: 109.2 +/- 0.8 (jitter = 14.7)	7.229
1500	images/sec: 108.9 +/- 0.8 (jitter = 14.7)	7.290
1510	images/sec: 108.5 +/- 0.8 (jitter = 14.8)	7.316
1520	images/sec: 108.2 +/- 0.8 (jitter = 14.8)	7.286
1530	images/sec: 107.9 +/- 0.8 (jitter = 14.9)	7.249
1540	images/sec: 107.6 +/- 0.8 (jitter = 14.9)	7.203
1550	images/sec: 107.2 +/- 0.8 (jitter = 15.0)	7.223
1560	images/sec: 106.9 +/- 0.8 (jitter = 15.1)	7.254
1570	images/sec: 106.4 +/- 0.8 (jitter = 15.1)	7.290
1580	images/sec: 105.2 +/- 0.9 (jitter = 15.2)	7.254
1590	images/sec: 104.0 +/- 0.9 (jitter = 15.3)	7.254
1600	images/sec: 102.9 +/- 0.9 (jitter = 15.4)	7.244
1610	images/sec: 101.7 +/- 0.9 (jitter = 15.4)	7.218
1620	images/sec: 100.7 +/- 0.9 (jitter = 15.5)	7.265
1630	images/sec: 99.6 +/- 0.9 (jitter = 15.7)	7.216
1640	images/sec: 98.6 +/- 0.9 (jitter = 15.8)	7.266
1650	images/sec: 97.7 +/- 0.9 (jitter = 16.1)	7.238
1660	images/sec: 96.7 +/- 0.9 (jitter = 16.5)	7.275
1670	images/sec: 95.8 +/- 0.9 (jitter = 16.8)	7.229
1680	images/sec: 94.9 +/- 0.9 (jitter = 17.0)	7.270
1690	images/sec: 94.1 +/- 0.9 (jitter = 17.4)	7.248
1700	images/sec: 93.3 +/- 1.0 (jitter = 17.9)	7.251
1710	images/sec: 92.4 +/- 1.0 (jitter = 18.2)	7.273
1720	images/sec: 91.7 +/- 1.0 (jitter = 18.6)	7.231
1730	images/sec: 90.9 +/- 1.0 (jitter = 19.0)	7.248
1740	images/sec: 90.2 +/- 1.0 (jitter = 19.5)	7.215
1750	images/sec: 89.4 +/- 1.0 (jitter = 20.0)	7.248
1760	images/sec: 88.7 +/- 1.0 (jitter = 20.5)	7.222
1770	images/sec: 88.1 +/- 1.0 (jitter = 21.2)	7.219
1780	images/sec: 87.4 +/- 1.0 (jitter = 21.7)	7.182
1790	images/sec: 86.7 +/- 1.0 (jitter = 22.4)	7.211
1800	images/sec: 86.1 +/- 1.0 (jitter = 23.3)	7.223
1810	images/sec: 85.5 +/- 1.0 (jitter = 24.3)	7.148
1820	images/sec: 84.9 +/- 1.0 (jitter = 25.5)	7.222
1830	images/sec: 84.3 +/- 1.0 (jitter = 43.6)	7.186
1840	images/sec: 83.7 +/- 1.0 (jitter = 53.7)	7.212
1850	images/sec: 83.2 +/- 1.0 (jitter = 53.3)	7.249
1860	images/sec: 82.6 +/- 1.0 (jitter = 53.2)	7.191
1870	images/sec: 82.1 +/- 1.0 (jitter = 53.1)	7.232
1880	images/sec: 81.6 +/- 1.0 (jitter = 52.8)	7.238
1890	images/sec: 81.1 +/- 1.0 (jitter = 52.6)	7.164
1900	images/sec: 80.6 +/- 1.0 (jitter = 52.4)	7.224
1910	images/sec: 80.1 +/- 1.0 (jitter = 51.8)	7.188
1920	images/sec: 79.6 +/- 1.0 (jitter = 51.8)	7.235
1930	images/sec: 79.2 +/- 1.0 (jitter = 51.8)	7.275
1940	images/sec: 78.7 +/- 1.0 (jitter = 51.7)	7.271
1950	images/sec: 78.3 +/- 1.0 (jitter = 51.7)	7.176
1960	images/sec: 77.8 +/- 1.0 (jitter = 51.7)	7.222
1970	images/sec: 77.4 +/- 1.0 (jitter = 51.7)	7.207
1980	images/sec: 77.0 +/- 1.0 (jitter = 51.6)	7.241
1990	images/sec: 76.6 +/- 1.0 (jitter = 51.6)	7.225
2000	images/sec: 76.2 +/- 1.0 (jitter = 51.6)	7.160
2010	images/sec: 75.8 +/- 1.0 (jitter = 51.5)	7.249
2020	images/sec: 75.4 +/- 1.0 (jitter = 51.6)	7.222
2030	images/sec: 75.0 +/- 1.0 (jitter = 52.8)	7.291
2040	images/sec: 74.7 +/- 1.0 (jitter = 55.4)	7.189
2050	images/sec: 74.3 +/- 1.0 (jitter = 56.4)	7.185
2060	images/sec: 74.0 +/- 1.0 (jitter = 57.0)	7.281
2070	images/sec: 73.6 +/- 1.0 (jitter = 57.6)	7.235
2080	images/sec: 73.3 +/- 1.0 (jitter = 58.4)	7.164
2090	images/sec: 72.9 +/- 1.0 (jitter = 59.5)	7.262
2100	images/sec: 72.6 +/- 1.0 (jitter = 60.1)	7.231
2110	images/sec: 72.3 +/- 1.0 (jitter = 60.6)	7.193
2120	images/sec: 72.0 +/- 1.0 (jitter = 60.9)	7.230
2130	images/sec: 71.7 +/- 1.0 (jitter = 61.3)	7.165
2140	images/sec: 71.4 +/- 1.0 (jitter = 61.9)	7.160
2150	images/sec: 71.1 +/- 1.0 (jitter = 62.1)	7.152
2160	images/sec: 70.8 +/- 1.0 (jitter = 62.3)	7.198
2170	images/sec: 70.5 +/- 1.0 (jitter = 62.6)	7.196
2180	images/sec: 70.2 +/- 1.0 (jitter = 62.9)	7.194
2190	images/sec: 69.9 +/- 1.0 (jitter = 63.1)	7.211
2200	images/sec: 69.6 +/- 1.0 (jitter = 63.2)	7.224
2210	images/sec: 69.4 +/- 1.0 (jitter = 63.3)	7.162
2220	images/sec: 69.1 +/- 1.0 (jitter = 63.4)	7.232
2230	images/sec: 68.8 +/- 1.0 (jitter = 63.4)	7.257
2240	images/sec: 68.6 +/- 1.0 (jitter = 63.5)	7.272
2250	images/sec: 68.3 +/- 1.0 (jitter = 63.6)	7.202
2260	images/sec: 68.1 +/- 1.0 (jitter = 63.6)	7.153
2270	images/sec: 67.8 +/- 1.0 (jitter = 63.7)	7.211
2280	images/sec: 67.6 +/- 1.0 (jitter = 63.7)	7.186
2290	images/sec: 67.3 +/- 1.0 (jitter = 63.8)	7.213
2300	images/sec: 67.1 +/- 1.0 (jitter = 63.9)	7.243
2310	images/sec: 66.9 +/- 1.0 (jitter = 63.9)	7.248
2320	images/sec: 66.7 +/- 1.0 (jitter = 64.0)	7.141
2330	images/sec: 66.4 +/- 1.0 (jitter = 64.0)	7.160
2340	images/sec: 66.2 +/- 1.0 (jitter = 64.1)	7.194
2350	images/sec: 66.0 +/- 1.0 (jitter = 64.1)	7.178
2360	images/sec: 65.8 +/- 1.0 (jitter = 64.1)	7.211
2370	images/sec: 65.6 +/- 1.0 (jitter = 64.2)	7.219
2380	images/sec: 65.4 +/- 1.0 (jitter = 64.3)	7.247
2390	images/sec: 65.2 +/- 1.0 (jitter = 64.3)	7.152
2400	images/sec: 65.0 +/- 1.0 (jitter = 64.4)	7.198
2410	images/sec: 64.8 +/- 1.0 (jitter = 64.4)	7.151
2420	images/sec: 64.6 +/- 1.0 (jitter = 64.4)	7.179
2430	images/sec: 64.4 +/- 1.0 (jitter = 64.5)	7.226
2440	images/sec: 64.2 +/- 1.0 (jitter = 64.5)	7.226
2450	images/sec: 64.0 +/- 1.0 (jitter = 64.6)	7.193
2460	images/sec: 63.8 +/- 1.0 (jitter = 64.6)	7.233
2470	images/sec: 63.6 +/- 1.0 (jitter = 64.7)	7.129
2480	images/sec: 63.5 +/- 1.0 (jitter = 64.7)	7.157
2490	images/sec: 63.3 +/- 1.0 (jitter = 64.8)	7.212
2500	images/sec: 63.1 +/- 1.0 (jitter = 65.3)	7.164
2510	images/sec: 62.9 +/- 1.0 (jitter = 68.2)	7.130
2520	images/sec: 62.8 +/- 1.0 (jitter = 54.5)	7.221
2530	images/sec: 62.6 +/- 1.0 (jitter = 54.5)	7.183
2540	images/sec: 62.4 +/- 1.0 (jitter = 54.5)	7.098
2550	images/sec: 62.3 +/- 1.0 (jitter = 54.5)	7.234
2560	images/sec: 62.1 +/- 1.0 (jitter = 54.4)	7.153
2570	images/sec: 61.9 +/- 1.0 (jitter = 54.4)	7.257
2580	images/sec: 61.8 +/- 1.0 (jitter = 54.4)	7.214
2590	images/sec: 61.6 +/- 1.0 (jitter = 54.4)	7.176
2600	images/sec: 61.5 +/- 1.0 (jitter = 54.4)	7.138
2610	images/sec: 61.3 +/- 1.0 (jitter = 54.4)	7.150
2620	images/sec: 61.2 +/- 1.0 (jitter = 54.4)	7.184
2630	images/sec: 61.0 +/- 1.0 (jitter = 54.4)	7.173
2640	images/sec: 60.9 +/- 1.0 (jitter = 54.4)	7.194
2650	images/sec: 60.7 +/- 0.9 (jitter = 54.4)	7.221
2660	images/sec: 60.6 +/- 0.9 (jitter = 54.4)	7.217
2670	images/sec: 60.5 +/- 0.9 (jitter = 54.3)	7.176
2680	images/sec: 60.3 +/- 0.9 (jitter = 54.3)	7.174
2690	images/sec: 60.2 +/- 0.9 (jitter = 54.3)	7.193
2700	images/sec: 60.0 +/- 0.9 (jitter = 54.3)	7.211
2710	images/sec: 59.9 +/- 0.9 (jitter = 54.2)	7.167
2720	images/sec: 59.8 +/- 0.9 (jitter = 54.1)	7.191
2730	images/sec: 59.6 +/- 0.9 (jitter = 54.0)	7.153
2740	images/sec: 59.5 +/- 0.9 (jitter = 54.0)	7.198
2750	images/sec: 59.4 +/- 0.9 (jitter = 54.0)	7.224
2760	images/sec: 59.3 +/- 0.9 (jitter = 54.0)	7.173
2770	images/sec: 59.1 +/- 0.9 (jitter = 54.0)	7.215
2780	images/sec: 59.0 +/- 0.9 (jitter = 54.0)	7.125
2790	images/sec: 58.9 +/- 0.9 (jitter = 54.0)	7.228
2800	images/sec: 58.8 +/- 0.9 (jitter = 53.9)	7.100
2810	images/sec: 58.7 +/- 0.9 (jitter = 53.9)	7.253
2820	images/sec: 58.5 +/- 0.9 (jitter = 53.9)	7.191
2830	images/sec: 58.4 +/- 0.9 (jitter = 53.9)	7.160
2840	images/sec: 58.3 +/- 0.9 (jitter = 53.9)	7.156
2850	images/sec: 58.2 +/- 0.9 (jitter = 53.9)	7.166
2860	images/sec: 58.1 +/- 0.9 (jitter = 53.9)	7.109
2870	images/sec: 58.0 +/- 0.9 (jitter = 53.9)	7.185
2880	images/sec: 57.9 +/- 0.9 (jitter = 53.9)	7.256
2890	images/sec: 57.7 +/- 0.9 (jitter = 53.9)	7.089
2900	images/sec: 57.6 +/- 0.9 (jitter = 53.9)	7.113
2910	images/sec: 57.5 +/- 0.9 (jitter = 53.9)	7.127
2920	images/sec: 57.4 +/- 0.9 (jitter = 53.9)	7.153
2930	images/sec: 57.3 +/- 0.9 (jitter = 53.9)	7.187
2940	images/sec: 57.2 +/- 0.9 (jitter = 53.8)	7.178
2950	images/sec: 57.1 +/- 0.9 (jitter = 53.8)	7.214
2960	images/sec: 57.0 +/- 0.9 (jitter = 53.8)	7.137
2970	images/sec: 56.9 +/- 0.9 (jitter = 52.1)	7.140
2980	images/sec: 56.8 +/- 0.9 (jitter = 1.5)	7.131
2990	images/sec: 56.7 +/- 0.9 (jitter = 1.4)	7.184
3000	images/sec: 56.6 +/- 0.9 (jitter = 1.3)	7.183
3010	images/sec: 56.5 +/- 0.9 (jitter = 1.2)	7.211
3020	images/sec: 56.4 +/- 0.9 (jitter = 0.8)	7.164
3030	images/sec: 56.3 +/- 0.9 (jitter = 0.7)	7.082
3040	images/sec: 56.2 +/- 0.9 (jitter = 0.5)	7.201
3050	images/sec: 56.1 +/- 0.9 (jitter = 0.5)	7.108
3060	images/sec: 56.1 +/- 0.9 (jitter = 0.5)	7.236
3070	images/sec: 56.0 +/- 0.9 (jitter = 0.3)	7.208
3080	images/sec: 55.9 +/- 0.9 (jitter = 0.2)	7.173
3090	images/sec: 55.8 +/- 0.9 (jitter = 0.2)	7.085
3100	images/sec: 55.7 +/- 0.9 (jitter = 0.1)	7.099
3110	images/sec: 55.6 +/- 0.9 (jitter = 0.1)	7.190
3120	images/sec: 55.5 +/- 0.9 (jitter = 0.1)	7.167
3130	images/sec: 55.4 +/- 0.9 (jitter = 0.1)	7.133
3140	images/sec: 55.3 +/- 0.9 (jitter = 0.1)	7.058
3150	images/sec: 55.3 +/- 0.9 (jitter = 0.1)	7.176
3160	images/sec: 55.2 +/- 0.9 (jitter = 0.1)	7.081
3170	images/sec: 55.1 +/- 0.9 (jitter = 0.1)	7.063
3180	images/sec: 55.0 +/- 0.9 (jitter = 0.1)	7.171
3190	images/sec: 54.9 +/- 0.9 (jitter = 0.1)	7.168
3200	images/sec: 54.9 +/- 0.9 (jitter = 0.1)	7.065
3210	images/sec: 54.8 +/- 0.9 (jitter = 0.1)	7.137
3220	images/sec: 54.7 +/- 0.9 (jitter = 0.1)	7.219
3230	images/sec: 54.6 +/- 0.8 (jitter = 0.1)	7.172
3240	images/sec: 54.5 +/- 0.8 (jitter = 0.1)	7.137
3250	images/sec: 54.5 +/- 0.8 (jitter = 0.1)	7.209
3260	images/sec: 54.4 +/- 0.8 (jitter = 0.1)	7.200
3270	images/sec: 54.3 +/- 0.8 (jitter = 0.1)	7.179
3280	images/sec: 54.2 +/- 0.8 (jitter = 0.1)	7.138
3290	images/sec: 54.2 +/- 0.8 (jitter = 0.1)	7.174
3300	images/sec: 54.1 +/- 0.8 (jitter = 0.1)	7.165
3310	images/sec: 54.0 +/- 0.8 (jitter = 0.1)	7.171
3320	images/sec: 53.9 +/- 0.8 (jitter = 0.1)	7.200
3330	images/sec: 53.9 +/- 0.8 (jitter = 0.1)	7.164
3340	images/sec: 53.8 +/- 0.8 (jitter = 0.1)	7.135
3350	images/sec: 53.7 +/- 0.8 (jitter = 0.1)	7.164
3360	images/sec: 53.7 +/- 0.8 (jitter = 0.1)	7.203
3370	images/sec: 53.6 +/- 0.8 (jitter = 0.1)	7.118
3380	images/sec: 53.5 +/- 0.8 (jitter = 0.1)	7.174
3390	images/sec: 53.5 +/- 0.8 (jitter = 0.1)	7.089
3400	images/sec: 53.4 +/- 0.8 (jitter = 0.1)	7.124
3410	images/sec: 53.3 +/- 0.8 (jitter = 0.1)	7.178
3420	images/sec: 53.3 +/- 0.8 (jitter = 0.1)	7.134
3430	images/sec: 53.2 +/- 0.8 (jitter = 0.1)	7.075
3440	images/sec: 53.1 +/- 0.8 (jitter = 0.1)	7.150
3450	images/sec: 53.1 +/- 0.8 (jitter = 0.1)	7.176
3460	images/sec: 53.0 +/- 0.8 (jitter = 0.1)	7.145
3470	images/sec: 52.9 +/- 0.8 (jitter = 0.1)	7.197
3480	images/sec: 52.9 +/- 0.8 (jitter = 0.1)	7.128
3490	images/sec: 52.8 +/- 0.8 (jitter = 0.1)	7.167
3500	images/sec: 52.7 +/- 0.8 (jitter = 0.1)	7.159
3510	images/sec: 52.7 +/- 0.8 (jitter = 0.1)	7.199
3520	images/sec: 52.6 +/- 0.8 (jitter = 0.1)	7.132
3530	images/sec: 52.6 +/- 0.8 (jitter = 0.1)	7.101
3540	images/sec: 52.5 +/- 0.8 (jitter = 0.1)	7.057
3550	images/sec: 52.4 +/- 0.8 (jitter = 0.1)	7.146
3560	images/sec: 52.4 +/- 0.8 (jitter = 0.1)	7.080
3570	images/sec: 52.3 +/- 0.8 (jitter = 0.1)	7.215
3580	images/sec: 52.3 +/- 0.8 (jitter = 0.1)	7.104
3590	images/sec: 52.2 +/- 0.8 (jitter = 0.1)	7.089
3600	images/sec: 52.2 +/- 0.8 (jitter = 0.1)	7.002
3610	images/sec: 52.1 +/- 0.8 (jitter = 0.1)	7.135
3620	images/sec: 52.0 +/- 0.8 (jitter = 0.1)	7.129
3630	images/sec: 52.0 +/- 0.8 (jitter = 0.1)	7.184
3640	images/sec: 51.9 +/- 0.8 (jitter = 0.1)	7.074
3650	images/sec: 51.9 +/- 0.8 (jitter = 0.1)	7.114
3660	images/sec: 51.8 +/- 0.8 (jitter = 0.1)	7.144
3670	images/sec: 51.8 +/- 0.8 (jitter = 0.1)	7.257
3680	images/sec: 51.7 +/- 0.8 (jitter = 0.1)	7.210
3690	images/sec: 51.7 +/- 0.8 (jitter = 0.1)	7.158
3700	images/sec: 51.6 +/- 0.8 (jitter = 0.1)	7.107
3710	images/sec: 51.5 +/- 0.8 (jitter = 0.0)	7.251
3720	images/sec: 51.5 +/- 0.8 (jitter = 0.0)	7.142
3730	images/sec: 51.4 +/- 0.8 (jitter = 0.0)	7.139
3740	images/sec: 51.4 +/- 0.8 (jitter = 0.0)	7.164
3750	images/sec: 51.3 +/- 0.8 (jitter = 0.0)	7.077
3760	images/sec: 51.3 +/- 0.8 (jitter = 0.0)	7.067
3770	images/sec: 51.2 +/- 0.8 (jitter = 0.0)	7.118
3780	images/sec: 51.2 +/- 0.8 (jitter = 0.0)	7.032
3790	images/sec: 51.1 +/- 0.8 (jitter = 0.0)	7.040
