TensorFlow:  1.13
Model:       inception3
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Num batches: 10000
Num epochs:  0.50
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Major Loop Start:Wed Sep  4 11:51:16 2019
Step	Img/sec	total_loss
7630	images/sec: 43.2 +/- 0.4 (jitter = 0.0)	6.727
7640	images/sec: 43.1 +/- 0.4 (jitter = 0.0)	6.732
7650	images/sec: 43.1 +/- 0.4 (jitter = 0.0)	6.821
7660	images/sec: 43.1 +/- 0.4 (jitter = 0.0)	6.842
7670	images/sec: 43.1 +/- 0.4 (jitter = 0.0)	6.899
7680	images/sec: 43.1 +/- 0.4 (jitter = 0.0)	6.734
7690	images/sec: 43.1 +/- 0.4 (jitter = 0.0)	6.902
7700	images/sec: 43.1 +/- 0.4 (jitter = 0.0)	6.827
7710	images/sec: 43.1 +/- 0.4 (jitter = 0.0)	6.791
7720	images/sec: 43.1 +/- 0.4 (jitter = 0.0)	6.717
7730	images/sec: 43.1 +/- 0.4 (jitter = 0.0)	6.858
7740	images/sec: 43.1 +/- 0.4 (jitter = 0.0)	6.745
7750	images/sec: 43.1 +/- 0.4 (jitter = 0.0)	6.739
7760	images/sec: 43.0 +/- 0.4 (jitter = 0.0)	6.897
7770	images/sec: 43.0 +/- 0.4 (jitter = 0.0)	6.668
7780	images/sec: 43.0 +/- 0.4 (jitter = 0.0)	6.795
7790	images/sec: 43.0 +/- 0.4 (jitter = 0.0)	6.746
7800	images/sec: 43.0 +/- 0.4 (jitter = 0.0)	7.027
7810	images/sec: 43.0 +/- 0.4 (jitter = 0.0)	6.750
7820	images/sec: 43.0 +/- 0.4 (jitter = 0.0)	6.706
7830	images/sec: 43.0 +/- 0.4 (jitter = 0.0)	6.779
7840	images/sec: 43.0 +/- 0.4 (jitter = 0.0)	6.629
7850	images/sec: 43.0 +/- 0.4 (jitter = 0.0)	6.821
7860	images/sec: 43.0 +/- 0.4 (jitter = 0.0)	6.882
7870	images/sec: 43.0 +/- 0.4 (jitter = 0.0)	6.570
7880	images/sec: 42.9 +/- 0.4 (jitter = 0.0)	6.668
7890	images/sec: 42.9 +/- 0.4 (jitter = 0.0)	6.746
7900	images/sec: 42.9 +/- 0.4 (jitter = 0.0)	6.800
7910	images/sec: 42.9 +/- 0.4 (jitter = 0.0)	6.649
7920	images/sec: 42.9 +/- 0.4 (jitter = 0.0)	6.895
7930	images/sec: 42.9 +/- 0.4 (jitter = 0.0)	6.703
7940	images/sec: 42.9 +/- 0.4 (jitter = 0.0)	6.771
7950	images/sec: 42.9 +/- 0.4 (jitter = 0.0)	6.735
7960	images/sec: 42.9 +/- 0.4 (jitter = 0.0)	6.805
7970	images/sec: 42.9 +/- 0.4 (jitter = 0.0)	6.685
7980	images/sec: 42.9 +/- 0.4 (jitter = 0.0)	6.640
7990	images/sec: 42.9 +/- 0.4 (jitter = 0.0)	6.771
8000	images/sec: 42.8 +/- 0.4 (jitter = 0.0)	6.871
8010	images/sec: 42.8 +/- 0.4 (jitter = 0.0)	6.731
8020	images/sec: 42.8 +/- 0.4 (jitter = 0.0)	6.765
8030	images/sec: 42.8 +/- 0.4 (jitter = 0.0)	6.775
8040	images/sec: 42.8 +/- 0.4 (jitter = 0.0)	6.824
8050	images/sec: 42.8 +/- 0.4 (jitter = 0.0)	6.634
8060	images/sec: 42.8 +/- 0.4 (jitter = 0.0)	6.836
8070	images/sec: 42.8 +/- 0.4 (jitter = 0.0)	6.663
8080	images/sec: 42.8 +/- 0.4 (jitter = 0.0)	6.827
8090	images/sec: 42.8 +/- 0.4 (jitter = 0.0)	6.812
8100	images/sec: 42.8 +/- 0.4 (jitter = 0.0)	6.620
8110	images/sec: 42.8 +/- 0.4 (jitter = 0.0)	6.778
8120	images/sec: 42.8 +/- 0.4 (jitter = 0.0)	6.945
8130	images/sec: 42.7 +/- 0.4 (jitter = 0.0)	6.799
8140	images/sec: 42.7 +/- 0.4 (jitter = 0.0)	6.865
8150	images/sec: 42.7 +/- 0.4 (jitter = 0.0)	6.807
8160	images/sec: 42.7 +/- 0.4 (jitter = 0.0)	6.615
8170	images/sec: 42.7 +/- 0.4 (jitter = 0.0)	6.869
8180	images/sec: 42.7 +/- 0.4 (jitter = 0.0)	6.544
8190	images/sec: 42.7 +/- 0.4 (jitter = 0.0)	6.734
8200	images/sec: 42.7 +/- 0.4 (jitter = 0.0)	6.785
8210	images/sec: 42.7 +/- 0.4 (jitter = 0.0)	6.630
8220	images/sec: 42.7 +/- 0.4 (jitter = 0.0)	6.794
8230	images/sec: 42.7 +/- 0.4 (jitter = 0.0)	6.916
8240	images/sec: 42.7 +/- 0.4 (jitter = 0.0)	6.897
8250	images/sec: 42.7 +/- 0.4 (jitter = 0.0)	6.738
8260	images/sec: 42.7 +/- 0.4 (jitter = 0.0)	6.783
8270	images/sec: 42.6 +/- 0.4 (jitter = 0.0)	6.739
8280	images/sec: 42.6 +/- 0.4 (jitter = 0.0)	6.949
8290	images/sec: 42.6 +/- 0.4 (jitter = 0.0)	6.771
8300	images/sec: 42.6 +/- 0.4 (jitter = 0.0)	6.781
8310	images/sec: 42.6 +/- 0.4 (jitter = 0.0)	6.712
8320	images/sec: 42.6 +/- 0.4 (jitter = 0.0)	6.828
8330	images/sec: 42.6 +/- 0.4 (jitter = 0.0)	6.703
8340	images/sec: 42.6 +/- 0.4 (jitter = 0.0)	6.625
8350	images/sec: 42.6 +/- 0.4 (jitter = 0.0)	6.752
8360	images/sec: 42.6 +/- 0.4 (jitter = 0.0)	6.684
8370	images/sec: 42.6 +/- 0.4 (jitter = 0.0)	6.794
8380	images/sec: 42.6 +/- 0.4 (jitter = 0.0)	6.842
8390	images/sec: 42.6 +/- 0.4 (jitter = 0.0)	6.786
8400	images/sec: 42.6 +/- 0.4 (jitter = 0.0)	6.685
8410	images/sec: 42.5 +/- 0.4 (jitter = 0.0)	6.706
8420	images/sec: 42.5 +/- 0.4 (jitter = 0.0)	6.552
8430	images/sec: 42.5 +/- 0.4 (jitter = 0.0)	6.617
8440	images/sec: 42.5 +/- 0.4 (jitter = 0.0)	6.703
8450	images/sec: 42.5 +/- 0.4 (jitter = 0.0)	6.701
8460	images/sec: 42.5 +/- 0.4 (jitter = 0.0)	6.542
8470	images/sec: 42.5 +/- 0.4 (jitter = 0.0)	6.674
8480	images/sec: 42.5 +/- 0.4 (jitter = 0.0)	6.625
8490	images/sec: 42.5 +/- 0.4 (jitter = 0.0)	6.716
8500	images/sec: 42.5 +/- 0.4 (jitter = 0.0)	6.753
8510	images/sec: 42.5 +/- 0.4 (jitter = 0.0)	6.552
8520	images/sec: 42.5 +/- 0.4 (jitter = 0.0)	6.775
8530	images/sec: 42.5 +/- 0.4 (jitter = 0.0)	6.812
8540	images/sec: 42.5 +/- 0.4 (jitter = 0.0)	6.785
8550	images/sec: 42.5 +/- 0.4 (jitter = 0.0)	6.576
8560	images/sec: 42.4 +/- 0.4 (jitter = 0.0)	6.650
8570	images/sec: 42.4 +/- 0.4 (jitter = 0.0)	6.677
8580	images/sec: 42.4 +/- 0.4 (jitter = 0.0)	6.673
8590	images/sec: 42.4 +/- 0.4 (jitter = 0.0)	6.697
8600	images/sec: 42.4 +/- 0.4 (jitter = 0.0)	6.849
8610	images/sec: 42.4 +/- 0.4 (jitter = 0.0)	6.680
8620	images/sec: 42.4 +/- 0.4 (jitter = 0.0)	6.736
8630	images/sec: 42.4 +/- 0.4 (jitter = 0.0)	6.717
8640	images/sec: 42.4 +/- 0.4 (jitter = 0.0)	6.595
8650	images/sec: 42.4 +/- 0.4 (jitter = 0.0)	6.664
8660	images/sec: 42.4 +/- 0.4 (jitter = 0.0)	6.669
8670	images/sec: 42.4 +/- 0.4 (jitter = 0.0)	6.765
8680	images/sec: 42.4 +/- 0.4 (jitter = 0.0)	6.576
8690	images/sec: 42.4 +/- 0.4 (jitter = 0.0)	6.626
8700	images/sec: 42.4 +/- 0.4 (jitter = 0.0)	6.793
8710	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.923
8720	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.652
8730	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.735
8740	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.709
8750	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.650
8760	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.638
8770	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.757
8780	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.664
8790	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.653
8800	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.826
8810	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.801
8820	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.731
8830	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.692
8840	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.653
8850	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.747
8860	images/sec: 42.3 +/- 0.4 (jitter = 0.0)	6.729
8870	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.870
8880	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.742
8890	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.885
8900	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.763
8910	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.635
8920	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.794
8930	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.761
8940	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.592
8950	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.737
8960	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.778
8970	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.793
8980	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.894
8990	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.526
9000	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.736
9010	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.689
9020	images/sec: 42.2 +/- 0.4 (jitter = 0.0)	6.438
9030	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.754
9040	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.717
9050	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.709
9060	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.744
9070	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.696
9080	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.431
9090	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.739
9100	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.705
9110	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.948
9120	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.647
9130	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.694
9140	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.738
9150	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.703
9160	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.743
9170	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.751
9180	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.635
9190	images/sec: 42.1 +/- 0.4 (jitter = 0.0)	6.702
9200	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.742
9210	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.576
9220	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.488
9230	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.685
9240	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.671
9250	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.578
9260	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.572
9270	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.808
9280	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.624
9290	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.694
9300	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.524
9310	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.755
9320	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.661
9330	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.745
9340	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.411
9350	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.530
9360	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.661
9370	images/sec: 42.0 +/- 0.4 (jitter = 0.0)	6.531
9380	images/sec: 41.9 +/- 0.4 (jitter = 0.0)	6.997
9390	images/sec: 41.9 +/- 0.4 (jitter = 0.0)	6.879
9400	images/sec: 41.9 +/- 0.4 (jitter = 0.0)	6.713
9410	images/sec: 41.9 +/- 0.4 (jitter = 0.0)	6.816
9420	images/sec: 41.9 +/- 0.4 (jitter = 0.0)	6.717
9430	images/sec: 41.9 +/- 0.4 (jitter = 0.0)	6.525
9440	images/sec: 41.9 +/- 0.4 (jitter = 0.0)	6.683
9450	images/sec: 41.9 +/- 0.4 (jitter = 0.0)	6.479
9460	images/sec: 41.9 +/- 0.4 (jitter = 0.0)	6.446
9470	images/sec: 41.9 +/- 0.4 (jitter = 0.0)	6.819
9480	images/sec: 41.9 +/- 0.4 (jitter = 0.0)	6.784
9490	images/sec: 41.9 +/- 0.4 (jitter = 0.0)	6.762
9500	images/sec: 41.9 +/- 0.4 (jitter = 0.0)	6.907
9510	images/sec: 41.9 +/- 0.4 (jitter = 0.0)	6.602
9520	images/sec: 41.9 +/- 0.3 (jitter = 0.0)	6.740
9530	images/sec: 41.9 +/- 0.3 (jitter = 0.0)	6.798
9540	images/sec: 41.9 +/- 0.3 (jitter = 0.0)	6.644
9550	images/sec: 41.9 +/- 0.3 (jitter = 0.0)	6.631
9560	images/sec: 41.9 +/- 0.3 (jitter = 0.0)	6.575
9570	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.570
9580	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.515
9590	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.699
9600	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.456
9610	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.646
9620	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.606
9630	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.816
9640	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.790
9650	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.711
9660	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.550
9670	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.738
9680	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.598
9690	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.552
9700	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.750
9710	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.422
9720	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.649
9730	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.740
9740	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.497
9750	images/sec: 41.8 +/- 0.3 (jitter = 0.0)	6.756
9760	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.722
9770	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.703
9780	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.707
9790	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.501
9800	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.593
9810	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.545
9820	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.634
9830	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.791
9840	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.840
9850	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.440
9860	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.735
9870	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.669
9880	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.649
9890	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.672
9900	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.715
9910	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.660
9920	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.648
9930	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.553
9940	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.616
9950	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.508
9960	images/sec: 41.7 +/- 0.3 (jitter = 0.0)	6.645
9970	images/sec: 41.6 +/- 0.3 (jitter = 0.0)	6.503
9980	images/sec: 41.6 +/- 0.3 (jitter = 0.0)	6.456
9990	images/sec: 41.6 +/- 0.3 (jitter = 0.0)	6.503
10000	images/sec: 41.6 +/- 0.3 (jitter = 0.0)	6.408
Major Loop End:Wed Sep  4 16:07:31 2019
----------------------------------------------------------------
total images/sec: 41.63
----------------------------------------------------------------
