TensorFlow:  1.13
Model:       alexnet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Num batches: 1000
Num epochs:  0.05
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Step	Img/sec	total_loss
610	images/sec: 1201.9 +/- 1.0 (jitter = 20.3)	7.211
620	images/sec: 1202.1 +/- 1.0 (jitter = 20.3)	7.211
630	images/sec: 1201.9 +/- 1.0 (jitter = 20.1)	7.214
640	images/sec: 1202.1 +/- 1.0 (jitter = 20.0)	7.206
650	images/sec: 1202.2 +/- 1.0 (jitter = 20.1)	7.207
660	images/sec: 1202.1 +/- 1.0 (jitter = 20.3)	7.215
670	images/sec: 1201.7 +/- 1.0 (jitter = 20.3)	7.210
680	images/sec: 1201.7 +/- 1.0 (jitter = 20.2)	7.196
690	images/sec: 1201.5 +/- 1.0 (jitter = 20.2)	7.205
700	images/sec: 1201.2 +/- 1.0 (jitter = 20.2)	7.201
710	images/sec: 1201.1 +/- 1.0 (jitter = 20.7)	7.198
720	images/sec: 1201.0 +/- 1.0 (jitter = 20.6)	7.209
730	images/sec: 1200.7 +/- 1.0 (jitter = 20.8)	7.217
740	images/sec: 1200.4 +/- 1.0 (jitter = 20.8)	7.213
750	images/sec: 1200.2 +/- 1.0 (jitter = 20.7)	7.203
760	images/sec: 1199.9 +/- 0.9 (jitter = 20.9)	7.210
770	images/sec: 1199.7 +/- 0.9 (jitter = 20.8)	7.207
780	images/sec: 1199.4 +/- 0.9 (jitter = 20.9)	7.206
790	images/sec: 1199.2 +/- 0.9 (jitter = 20.8)	7.202
800	images/sec: 1199.0 +/- 0.9 (jitter = 20.9)	7.212
810	images/sec: 1198.7 +/- 0.9 (jitter = 21.0)	7.189
820	images/sec: 1198.6 +/- 0.9 (jitter = 21.0)	7.209
830	images/sec: 1198.5 +/- 0.9 (jitter = 21.1)	7.222
840	images/sec: 1198.2 +/- 0.9 (jitter = 21.5)	7.193
850	images/sec: 1198.0 +/- 0.9 (jitter = 21.9)	7.212
860	images/sec: 1197.8 +/- 0.9 (jitter = 22.0)	7.200
870	images/sec: 1197.5 +/- 0.9 (jitter = 22.3)	7.205
880	images/sec: 1197.2 +/- 0.9 (jitter = 22.5)	7.206
890	images/sec: 1197.0 +/- 0.9 (jitter = 22.7)	7.190
900	images/sec: 1196.8 +/- 0.9 (jitter = 22.6)	7.193
910	images/sec: 1196.8 +/- 0.9 (jitter = 22.6)	7.209
920	images/sec: 1196.7 +/- 0.9 (jitter = 22.5)	7.206
930	images/sec: 1196.4 +/- 0.9 (jitter = 22.8)	7.218
940	images/sec: 1196.3 +/- 0.9 (jitter = 22.7)	7.204
950	images/sec: 1196.2 +/- 0.9 (jitter = 22.6)	7.194
960	images/sec: 1196.0 +/- 0.9 (jitter = 22.9)	7.206
970	images/sec: 1195.9 +/- 0.9 (jitter = 22.9)	7.202
980	images/sec: 1195.7 +/- 0.9 (jitter = 23.0)	7.192
990	images/sec: 1195.6 +/- 0.8 (jitter = 23.1)	7.194
1000	images/sec: 1195.4 +/- 0.8 (jitter = 23.2)	7.218
----------------------------------------------------------------
total images/sec: 1193.35
----------------------------------------------------------------
